,Species,Gene,Chromosome,HREloc,GeneDirection,GeneStart,GeneStop,Distance,Proxy,HRE_direct,HRE,Info
567,Homo_sapiens,TCF7,5,134157281,+,134114681,134148229,9052,Down,mvdpr,mvdp,"ID=gene-TCF7;Dbxref=GeneID:6932,HGNC:HGNC:11639,MIM:189908;Name=TCF7;description=transcription factor 7;gbkey=Gene;gene=TCF7;gene_biotype=protein_coding;gene_synonym=TCF-1"
572,Homo_sapiens,FAM13B,5,138054773,-,138051961,137937960,2812,Up,sc12f,sc12,"ID=gene-FAM13B;Dbxref=GeneID:51306,HGNC:HGNC:1335,MIM:609371;Name=FAM13B;description=family with sequence similarity 13 member B;gbkey=Gene;gene=FAM13B;gene_biotype=protein_coding;gene_synonym=ARHGAP49,C5orf5,FAM13B1,KHCHP,N61"
547,Homo_sapiens,WNT8A,5,138054773,+,138077367,138092900,22594,Up,sc12f,sc12,"ID=gene-WNT8A;Dbxref=GeneID:7478,HGNC:HGNC:12788,MIM:606360;Name=WNT8A;description=Wnt family member 8A;gbkey=Gene;gene=WNT8A;gene_biotype=protein_coding;gene_synonym=WNT8D"
573,Homo_sapiens,ETF1,5,138556082,-,138543236,138506095,12846,Up,sc12r,sc12,"ID=gene-ETF1;Dbxref=GeneID:2107,HGNC:HGNC:3477,MIM:600285;Name=ETF1;description=eukaryotic translation termination factor 1;gbkey=Gene;gene=ETF1;gene_biotype=protein_coding;gene_synonym=D5S1995,ERF,ERF1,RF1,SUP45L1,TB3-1"
548,Homo_sapiens,SLC35A4,5,140540699,+,140564828,140569100,24129,Up,ccnd1r,ccnd1,"ID=gene-SLC35A4;Dbxref=GeneID:113829,HGNC:HGNC:20753;Name=SLC35A4;description=solute carrier family 35 member A4;gbkey=Gene;gene=SLC35A4;gene_biotype=protein_coding"
557,Homo_sapiens,FCHSD1,5,141630097,-,141651443,141639302,9205,Down,sc12r,sc12,"ID=gene-FCHSD1;Dbxref=GeneID:89848,HGNC:HGNC:25463,MIM:617555;Name=FCHSD1;description=FCH and double SH3 domains 1;gbkey=Gene;gene=FCHSD1;gene_biotype=protein_coding;gene_synonym=NWK2"
549,Homo_sapiens,RELL2,5,141630097,+,141636961,141641077,6864,Up,sc12r,sc12,"ID=gene-RELL2;Dbxref=GeneID:285613,HGNC:HGNC:26902,MIM:611213;Name=RELL2;description=RELT like 2;gbkey=Gene;gene=RELL2;gene_biotype=protein_coding;gene_synonym=C5orf16"
558,Homo_sapiens,PLAC8L1,5,146076880,-,146105577,146084149,7269,Down,pem1f,pem1,"ID=gene-PLAC8L1;Dbxref=GeneID:153770,HGNC:HGNC:31746;Name=PLAC8L1;description=PLAC8 like 1;gbkey=Gene;gene=PLAC8L1;gene_biotype=protein_coding"
574,Homo_sapiens,PPP2R2B,5,147106518,-,147081520,146580742,24998,Up,ccnd1r,ccnd1,"ID=gene-PPP2R2B;Dbxref=GeneID:5521,HGNC:HGNC:9305,MIM:604325;Name=PPP2R2B;description=protein phosphatase 2 regulatory subunit Bbeta;gbkey=Gene;gene=PPP2R2B;gene_biotype=protein_coding;gene_synonym=B55BETA,PP2AB55BETA,PP2ABBETA,PP2APR55B,PP2APR55BETA,PR2AB55BETA,PR2ABBETA,PR2APR55BETA,PR52B,PR55-BETA,PR55BETA,SCA12"
559,Homo_sapiens,JAKMIP2,5,147583106,-,147782796,147585438,2332,Down,slp2r,slp2,"ID=gene-JAKMIP2;Dbxref=GeneID:9832,HGNC:HGNC:29067,MIM:611197;Name=JAKMIP2;description=janus kinase and microtubule interacting protein 2;gbkey=Gene;gene=JAKMIP2;gene_biotype=protein_coding;gene_synonym=JAMIP2,NECC1"
550,Homo_sapiens,PPARGC1B,5,149728273,+,149730302,149857861,2029,Up,aare,aare,"ID=gene-PPARGC1B;Dbxref=GeneID:133522,HGNC:HGNC:30022,MIM:608886;Name=PPARGC1B;description=PPARG coactivator 1 beta;gbkey=Gene;gene=PPARGC1B;gene_biotype=protein_coding;gene_synonym=ERRL1,PERC,PGC-1(beta),PGC1B"
551,Homo_sapiens,NIPAL4,5,157446035,+,157460019,157474722,13984,Up,slp3f,slp3,"ID=gene-NIPAL4;Dbxref=GeneID:348938,HGNC:HGNC:28018,MIM:609383;Name=NIPAL4;description=NIPA like domain containing 4;gbkey=Gene;gene=NIPAL4;gene_biotype=protein_coding;gene_synonym=ARCI6,ICHTHYIN,ICHYN,SLC57A6"
575,Homo_sapiens,GABRB2,5,161567232,-,161548404,161288436,18828,Up,hk2f,hk2,"ID=gene-GABRB2;Dbxref=GeneID:2561,HGNC:HGNC:4082,MIM:600232;Name=GABRB2;description=gamma-aminobutyric acid type A receptor subunit beta2;gbkey=Gene;gene=GABRB2;gene_biotype=protein_coding;gene_synonym=DEE92,ICEE2"
552,Homo_sapiens,SFXN1,5,175470728,+,175478560,175529742,7832,Up,psa1f,psa1,"ID=gene-SFXN1;Dbxref=GeneID:94081,HGNC:HGNC:16085,MIM:615569;Name=SFXN1;description=sideroflexin 1;gbkey=Gene;gene=SFXN1;gene_biotype=protein_coding;gene_synonym=SLC56A1,TCC"
576,Homo_sapiens,KIAA1191,5,176371523,-,176361865,176346061,9658,Up,slp3r,slp3,"ID=gene-KIAA1191;Dbxref=GeneID:57179,HGNC:HGNC:29209;Name=KIAA1191;description=KIAA1191;gbkey=Gene;gene=KIAA1191;gene_biotype=protein_coding;gene_synonym=p33MONOX,p60MONOX"
577,Homo_sapiens,KIAA1191,5,176371561,-,176361865,176346061,9696,Up,slp3r,slp3,"ID=gene-KIAA1191;Dbxref=GeneID:57179,HGNC:HGNC:29209;Name=KIAA1191;description=KIAA1191;gbkey=Gene;gene=KIAA1191;gene_biotype=protein_coding;gene_synonym=p33MONOX,p60MONOX"
578,Homo_sapiens,KIAA1191,5,176371599,-,176361865,176346061,9734,Up,slp3r,slp3,"ID=gene-KIAA1191;Dbxref=GeneID:57179,HGNC:HGNC:29209;Name=KIAA1191;description=KIAA1191;gbkey=Gene;gene=KIAA1191;gene_biotype=protein_coding;gene_synonym=p33MONOX,p60MONOX"
579,Homo_sapiens,KIAA1191,5,176371637,-,176361865,176346061,9772,Up,slp3r,slp3,"ID=gene-KIAA1191;Dbxref=GeneID:57179,HGNC:HGNC:29209;Name=KIAA1191;description=KIAA1191;gbkey=Gene;gene=KIAA1191;gene_biotype=protein_coding;gene_synonym=p33MONOX,p60MONOX"
580,Homo_sapiens,F12,5,177412905,-,177409564,177402138,3341,Up,sc12f,sc12,"ID=gene-F12;Dbxref=GeneID:2161,HGNC:HGNC:3530,MIM:610619;Name=F12;description=coagulation factor XII;gbkey=Gene;gene=F12;gene_biotype=protein_coding;gene_synonym=HAE3,HAEX,HAF"
560,Homo_sapiens,MRNIP,5,179833969,-,179858817,179837276,3307,Down,ccnd1f,ccnd1,"ID=gene-MRNIP;Dbxref=GeneID:51149,HGNC:HGNC:30817,MIM:617154;Name=MRNIP;description=MRN complex interacting protein;gbkey=Gene;gene=MRNIP;gene_biotype=protein_coding;gene_synonym=C5orf45"
594,Homo_sapiens,IRF4,6,420882,+,391752,411443,9439,Down,asrer,asre,"ID=gene-IRF4;Dbxref=GeneID:3662,HGNC:HGNC:6119,MIM:601900;Name=IRF4;description=interferon regulatory factor 4;gbkey=Gene;gene=IRF4;gene_biotype=protein_coding;gene_synonym=LSIRF,MUM1,NF-EM5,SHEP8"
607,Homo_sapiens,PXDC1,6,3762414,-,3752297,3722604,10117,Up,mvdpf,mvdp,"ID=gene-PXDC1;Dbxref=GeneID:221749,HGNC:HGNC:21361;Name=PXDC1;description=PX domain containing 1;gbkey=Gene;gene=PXDC1;gene_biotype=protein_coding;gene_synonym=C6orf145"
608,Homo_sapiens,ECI2,6,4152072,-,4135575,4115706,16497,Up,ccnd1r,ccnd1,"ID=gene-ECI2;Dbxref=GeneID:10455,HGNC:HGNC:14601,MIM:608024;Name=ECI2;description=enoyl-CoA delta isomerase 2;gbkey=Gene;gene=ECI2;gene_biotype=protein_coding;gene_synonym=ACBD2,dJ1013A10.3,DRS-1,DRS1,HCA88,PECI"
595,Homo_sapiens,BMP6,6,7890208,+,7726099,7881728,8480,Down,slp3f,slp3,"ID=gene-BMP6;Dbxref=GeneID:654,HGNC:HGNC:1073,MIM:112266;Name=BMP6;description=bone morphogenetic protein 6;gbkey=Gene;gene=BMP6;gene_biotype=protein_coding;gene_synonym=VGR,VGR1"
591,Homo_sapiens,NEDD9,6,11182677,-,11382348,11183298,621,Down,pem1f,pem1,"ID=gene-NEDD9;Dbxref=GeneID:4739,HGNC:HGNC:7733,MIM:602265;Name=NEDD9;description=neural precursor cell expressed%2C developmentally down-regulated 9;gbkey=Gene;gene=NEDD9;gene_biotype=protein_coding;gene_synonym=CAS-L,CAS2,CASL,CASS2,HEF1"
596,Homo_sapiens,NOL7,6,13637691,+,13615335,13632470,5221,Down,sc12r,sc12,"ID=gene-NOL7;Dbxref=GeneID:51406,HGNC:HGNC:21040,MIM:611533;Name=NOL7;description=nucleolar protein 7;gbkey=Gene;gene=NOL7;gene_biotype=protein_coding;gene_synonym=C6orf90,dJ223E5.2,PQBP3,RARG-1"
581,Homo_sapiens,JARID2,6,15221821,+,15245975,15522042,24154,Up,ccnd1f,ccnd1,"ID=gene-JARID2;Dbxref=GeneID:3720,HGNC:HGNC:6196,MIM:601594;Name=JARID2;description=jumonji and AT-rich interaction domain containing 2;gbkey=Gene;gene=JARID2;gene_biotype=protein_coding;gene_synonym=JMJ"
597,Homo_sapiens,GMPR,6,16300770,+,16238587,16295549,5221,Down,hklkf,hklk,"ID=gene-GMPR;Dbxref=GeneID:2766,HGNC:HGNC:4376,MIM:139265;Name=GMPR;description=guanosine monophosphate reductase;gbkey=Gene;gene=GMPR;gene_biotype=protein_coding;gene_synonym=GMPR 1,GMPR1"
609,Homo_sapiens,KIF13A,6,17992848,-,17987635,17759126,5213,Up,care,care,"ID=gene-KIF13A;Dbxref=GeneID:63971,HGNC:HGNC:14566,MIM:605433;Name=KIF13A;description=kinesin family member 13A;gbkey=Gene;gene=KIF13A;gene_biotype=protein_coding;gene_synonym=bA500C11.2,RBKIN"
582,Homo_sapiens,ALDH5A1,6,24479734,+,24494969,24537207,15235,Up,slp3f,slp3,"ID=gene-ALDH5A1;Dbxref=GeneID:7915,HGNC:HGNC:408,MIM:610045;Name=ALDH5A1;description=aldehyde dehydrogenase 5 family member A1;gbkey=Gene;gene=ALDH5A1;gene_biotype=protein_coding;gene_synonym=SSADH,SSDH"
583,Homo_sapiens,CARMIL1,6,25262823,+,25279374,25620530,16551,Up,psa3r,psa3,"ID=gene-CARMIL1;Dbxref=GeneID:55604,HGNC:HGNC:21581,MIM:609593;Name=CARMIL1;description=capping protein regulator and myosin 1 linker 1;gbkey=Gene;gene=CARMIL1;gene_biotype=protein_coding;gene_synonym=CARMIL,CARMIL1a,dJ501N12.1,dJ501N12.5,LRRC16,LRRC16A"
598,Homo_sapiens,GPX5,6,28538552,+,28525881,28534955,3597,Down,psa1r,psa1,"ID=gene-GPX5;Dbxref=GeneID:2880,HGNC:HGNC:4557,MIM:603435;Name=GPX5;description=glutathione peroxidase 5;gbkey=Gene;gene=GPX5;gene_biotype=protein_coding;gene_synonym=EGLP,GPx-5,GSHPx-5,HEL-S-75p"
599,Homo_sapiens,CLPSL1,6,35795739,+,35781019,35794039,1700,Down,psa1r,psa1,"ID=gene-CLPSL1;Dbxref=GeneID:340204,HGNC:HGNC:21251;Name=CLPSL1;description=colipase like 1;gbkey=Gene;gene=CLPSL1;gene_biotype=protein_coding;gene_synonym=C6orf127,dJ510O8.6,ESP32"
584,Homo_sapiens,FGD2,6,36998093,+,37005655,37029072,7562,Up,aare,aare,"ID=gene-FGD2;Dbxref=GeneID:221472,HGNC:HGNC:3664,MIM:605091;Name=FGD2;description=FYVE%2C RhoGEF and PH domain containing 2;gbkey=Gene;gene=FGD2;gene_biotype=protein_coding;gene_synonym=ZFYVE4"
610,Homo_sapiens,LRFN2,6,40599786,-,40587364,40391589,12422,Up,hklkf,hklk,"ID=gene-LRFN2;Dbxref=GeneID:57497,HGNC:HGNC:21226,MIM:612808;Name=LRFN2;description=leucine rich repeat and fibronectin type III domain containing 2;gbkey=Gene;gene=LRFN2;gene_biotype=protein_coding;gene_synonym=FIGLER2,KIAA1246,SALM1"
611,Homo_sapiens,OARD1,6,41120094,-,41097787,41064772,22307,Up,pem1r,pem1,"ID=gene-OARD1;Dbxref=GeneID:221443,HGNC:HGNC:21257,MIM:614393;Name=OARD1;description=O-acyl-ADP-ribose deacylase 1;gbkey=Gene;gene=OARD1;gene_biotype=protein_coding;gene_synonym=C6orf130,dJ34B21.3,TARG1"
600,Homo_sapiens,BICRAL,6,42869424,+,42746987,42868558,866,Down,asref,asre,"ID=gene-BICRAL;Dbxref=GeneID:23506,HGNC:HGNC:21111,MIM:618502;Name=BICRAL;description=BICRA like chromatin remodeling complex associated protein;gbkey=Gene;gene=BICRAL;gene_biotype=protein_coding;gene_synonym=GLTSCR1L,KIAA0240,SMARCK2"
612,Homo_sapiens,YIPF3,6,43521847,-,43516926,43511832,4921,Up,ccnd1r,ccnd1,"ID=gene-YIPF3;Dbxref=GeneID:25844,HGNC:HGNC:21023,MIM:609775;Name=YIPF3;description=Yip1 domain family member 3;gbkey=Gene;gene=YIPF3;gene_biotype=protein_coding;gene_synonym=C6orf109,dJ337H4.3,FinGER3,KLIP1"
592,Homo_sapiens,XPO5,6,43521847,-,43576038,43522334,487,Down,ccnd1r,ccnd1,"ID=gene-XPO5;Dbxref=GeneID:57510,HGNC:HGNC:17675,MIM:607845;Name=XPO5;description=exportin 5;gbkey=Gene;gene=XPO5;gene_biotype=protein_coding;gene_synonym=exp5"
593,Homo_sapiens,SUPT3H,6,44804171,-,45378051,44809057,4886,Down,hklkr,hklk,"ID=gene-SUPT3H;Dbxref=GeneID:8464,HGNC:HGNC:11466,MIM:602947;Name=SUPT3H;description=SPT3 homolog%2C SAGA and STAGA complex component;gbkey=Gene;gene=SUPT3H;gene_biotype=protein_coding;gene_synonym=SPT3,SPT3L"
585,Homo_sapiens,TFAP2B,6,50792909,+,50817692,50847619,24783,Up,psa3f,psa3,"ID=gene-TFAP2B;Dbxref=GeneID:7021,HGNC:HGNC:11743,MIM:601601;Name=TFAP2B;description=transcription factor AP-2 beta;gbkey=Gene;gene=TFAP2B;gene_biotype=protein_coding;gene_synonym=AP-2B,AP-2beta,AP2-B,PDA2"
613,Homo_sapiens,ELOVL5,6,53356772,-,53348950,53267404,7822,Up,asrer,asre,"ID=gene-ELOVL5;Dbxref=GeneID:60481,HGNC:HGNC:21308,MIM:611805;Name=ELOVL5;description=ELOVL fatty acid elongase 5;gbkey=Gene;gene=ELOVL5;gene_biotype=protein_coding;gene_synonym=dJ483K16.1,HELO1,SCA38"
601,Homo_sapiens,LRRC1,6,53932263,+,53794497,53924125,8138,Down,sc12r,sc12,"ID=gene-LRRC1;Dbxref=GeneID:55227,HGNC:HGNC:14307,MIM:608195;Name=LRRC1;description=leucine rich repeat containing 1;gbkey=Gene;gene=LRRC1;gene_biotype=protein_coding;gene_synonym=dJ523E19.1,LANO"
602,Homo_sapiens,TINAG,6,54399816,+,54307792,54390151,9665,Down,slp3r,slp3,"ID=gene-TINAG;Dbxref=GeneID:27283,HGNC:HGNC:14599,MIM:606749;Name=TINAG;description=tubulointerstitial nephritis antigen;gbkey=Gene;gene=TINAG;gene_biotype=protein_coding;gene_synonym=TIN-AG"
614,Homo_sapiens,FILIP1,6,75506587,-,75493800,75291858,12787,Up,pem2f,pem2,"ID=gene-FILIP1;Dbxref=GeneID:27145,HGNC:HGNC:21015,MIM:607307;Name=FILIP1;description=filamin A interacting protein 1;gbkey=Gene;gene=FILIP1;gene_biotype=protein_coding;gene_synonym=FILIP"
603,Homo_sapiens,MYO6,6,75927055,+,75749203,75919537,7518,Down,psa1r,psa1,"ID=gene-MYO6;Dbxref=GeneID:4646,HGNC:HGNC:7605,MIM:600970;Name=MYO6;description=myosin VI;gbkey=Gene;gene=MYO6;gene_biotype=protein_coding;gene_synonym=DFNA22,DFNB37"
586,Homo_sapiens,TTK,6,79981484,+,80004147,80042651,22663,Up,slp3f,slp3,"ID=gene-TTK;Dbxref=GeneID:7272,HGNC:HGNC:12401,MIM:604092;Name=TTK;description=TTK protein kinase;gbkey=Gene;gene=TTK;gene_biotype=protein_coding;gene_synonym=CT96,ESK,MPH1,MPS1,MPS1L1,PYT"
615,Homo_sapiens,RARS2,6,87590760,-,87589996,87513938,764,Up,slp3r,slp3,"ID=gene-RARS2;Dbxref=GeneID:57038,HGNC:HGNC:21406,MIM:611524;Name=RARS2;description=arginyl-tRNA synthetase 2%2C mitochondrial;gbkey=Gene;gene=RARS2;gene_biotype=protein_coding;gene_synonym=ArgRS,DALRD2,PCH6,PRO1992,RARSL"
616,Homo_sapiens,REV3L,6,111504482,-,111483711,111299033,20771,Up,pb2f,pb2,"ID=gene-REV3L;Dbxref=GeneID:5980,HGNC:HGNC:9968,MIM:602776;Name=REV3L;description=REV3 like%2C DNA directed polymerase zeta catalytic subunit;gbkey=Gene;gene=REV3L;gene_biotype=protein_coding;gene_synonym=POLZ,REV3"
604,Homo_sapiens,DCBLD1,6,117575469,+,117480351,117569858,5611,Down,pem1r,pem1,"ID=gene-DCBLD1;Dbxref=GeneID:285761,HGNC:HGNC:21479;Name=DCBLD1;description=discoidin%2C CUB and LCCL domain containing 1;gbkey=Gene;gene=DCBLD1;gene_biotype=protein_coding;gene_synonym=dJ94G16.1"
617,Homo_sapiens,FAM184A,6,119165555,-,119149128,118959763,16427,Up,asrer,asre,"ID=gene-FAM184A;Dbxref=GeneID:79632,HGNC:HGNC:20991;Name=FAM184A;description=family with sequence similarity 184 member A;gbkey=Gene;gene=FAM184A;gene_biotype=protein_coding;gene_synonym=C6orf60"
605,Homo_sapiens,CLVS2,6,123080013,+,122996235,123072925,7088,Down,hk2r,hk2,"ID=gene-CLVS2;Dbxref=GeneID:134829,HGNC:HGNC:23046,MIM:616945;Name=CLVS2;description=clavesin 2;gbkey=Gene;gene=CLVS2;gene_biotype=protein_coding;gene_synonym=bA160A10.4,C6orf212,C6orf213,RLBP1L2"
618,Homo_sapiens,MED23,6,131631976,-,131628313,131573966,3663,Up,csref,csre,"ID=gene-MED23;Dbxref=GeneID:9439,HGNC:HGNC:2372,MIM:605042;Name=MED23;description=mediator complex subunit 23;gbkey=Gene;gene=MED23;gene_biotype=protein_coding;gene_synonym=ARC130,CRSP130,CRSP133,CRSP3,DRIP130,MRT18,SUR-2,SUR2"
619,Homo_sapiens,MED23,6,131632016,-,131628313,131573966,3703,Up,csref,csre,"ID=gene-MED23;Dbxref=GeneID:9439,HGNC:HGNC:2372,MIM:605042;Name=MED23;description=mediator complex subunit 23;gbkey=Gene;gene=MED23;gene_biotype=protein_coding;gene_synonym=ARC130,CRSP130,CRSP133,CRSP3,DRIP130,MRT18,SUR-2,SUR2"
587,Homo_sapiens,ARG1,6,131548649,+,131573226,131584329,24577,Up,hklkr,hklk,"ID=gene-ARG1;Dbxref=GeneID:383,HGNC:HGNC:663,MIM:608313;Name=ARG1;description=arginase 1;gbkey=Gene;gene=ARG1;gene_biotype=protein_coding"
620,Homo_sapiens,IL22RA2,6,137174171,-,137173644,137143820,527,Up,slp3f,slp3,"ID=gene-IL22RA2;Dbxref=GeneID:116379,HGNC:HGNC:14901,MIM:606648;Name=IL22RA2;description=interleukin 22 receptor subunit alpha 2;gbkey=Gene;gene=IL22RA2;gene_biotype=protein_coding;gene_synonym=CRF2-10,CRF2-S1,CRF2X,IL-22BP,IL-22R-alpha-2,IL-22RA2,ZCYTOR16"
606,Homo_sapiens,TNFAIP3,6,137891922,+,137866317,137883312,8610,Down,sc12f,sc12,"ID=gene-TNFAIP3;Dbxref=GeneID:7128,HGNC:HGNC:11896,MIM:191163;Name=TNFAIP3;description=TNF alpha induced protein 3;gbkey=Gene;gene=TNFAIP3;gene_biotype=protein_coding;gene_synonym=A20,AISBL,OTUD7C,TNFA1P2"
588,Homo_sapiens,AIG1,6,143054613,+,143059213,143343883,4600,Up,ccnd1f,ccnd1,"ID=gene-AIG1;Dbxref=GeneID:51390,HGNC:HGNC:21607,MIM:608514;Name=AIG1;description=androgen induced 1;gbkey=Gene;gene=AIG1;gene_biotype=protein_coding;gene_synonym=AIG-1,dJ95L4.1"
621,Homo_sapiens,PLAGL1,6,144088464,-,144064599,143940300,23865,Up,hk2f,hk2,"ID=gene-PLAGL1;Dbxref=GeneID:5325,HGNC:HGNC:9046,MIM:603044;Name=PLAGL1;description=PLAG1 like zinc finger 1;gbkey=Gene;gene=PLAGL1;gene_biotype=protein_coding;gene_synonym=LOT1,ZAC,ZAC1"
622,Homo_sapiens,SHPRH,6,145979782,-,145964358,145857838,15424,Up,hk2f,hk2,"ID=gene-SHPRH;Dbxref=GeneID:257218,HGNC:HGNC:19336,MIM:608048;Name=SHPRH;description=SNF2 histone linker PHD RING helicase;gbkey=Gene;gene=SHPRH;gene_biotype=protein_coding;gene_synonym=bA545I5.2,RAD5"
589,Homo_sapiens,AKAP12,6,151216107,+,151239815,151358559,23708,Up,ccnd1f,ccnd1,"ID=gene-AKAP12;Dbxref=GeneID:9590,HGNC:HGNC:370,MIM:604698;Name=AKAP12;description=A-kinase anchoring protein 12;gbkey=Gene;gene=AKAP12;gene_biotype=protein_coding;gene_synonym=AKAP250,SSeCKS"
590,Homo_sapiens,SNX9,6,157707083,+,157716046,157945077,8963,Up,hk2f,hk2,"ID=gene-SNX9;Dbxref=GeneID:51429,HGNC:HGNC:14973,MIM:605952;Name=SNX9;description=sorting nexin 9;gbkey=Gene;gene=SNX9;gene_biotype=protein_coding;gene_synonym=SDP1,SH3PX1,SH3PXD3A,WISP"
623,Homo_sapiens,SLC22A2,6,160279025,-,160258821,160216755,20204,Up,asrer,asre,"ID=gene-SLC22A2;Dbxref=GeneID:6582,HGNC:HGNC:10966,MIM:602608;Name=SLC22A2;description=solute carrier family 22 member 2;gbkey=Gene;gene=SLC22A2;gene_biotype=protein_coding;gene_synonym=OCT2"
624,Homo_sapiens,EIF3B,7,2339934,+,2354086,2380745,14152,Up,hklkf,hklk,"ID=gene-EIF3B;Dbxref=GeneID:8662,HGNC:HGNC:3280,MIM:603917;Name=EIF3B;description=eukaryotic translation initiation factor 3 subunit B;gbkey=Gene;gene=EIF3B;gene_biotype=protein_coding;gene_synonym=EIF3-ETA,EIF3-P110,EIF3-P116,EIF3S9,PRT1"
625,Homo_sapiens,CCDC126,7,23593127,+,23597382,23644708,4255,Up,hklkr,hklk,"ID=gene-CCDC126;Dbxref=GeneID:90693,HGNC:HGNC:22398;Name=CCDC126;description=coiled-coil domain containing 126;gbkey=Gene;gene=CCDC126;gene_biotype=protein_coding"
643,Homo_sapiens,OSBPL3,7,24996505,-,24980218,24796537,16287,Up,psa1f,psa1,"ID=gene-OSBPL3;Dbxref=GeneID:26031,HGNC:HGNC:16370,MIM:606732;Name=OSBPL3;description=oxysterol binding protein like 3;gbkey=Gene;gene=OSBPL3;gene_biotype=protein_coding;gene_synonym=ORP-3,ORP3,OSBP3"
644,Homo_sapiens,CPVL,7,29212930,-,29195451,28994636,17479,Up,psa1f,psa1,"ID=gene-CPVL;Dbxref=GeneID:54504,HGNC:HGNC:14399,MIM:609780;Name=CPVL;description=carboxypeptidase vitellogenic like;gbkey=Gene;gene=CPVL;gene_biotype=protein_coding;gene_synonym=HVLP"
638,Homo_sapiens,PDE1C,7,31607911,-,32428224,31616777,8866,Down,mvdpf,mvdp,"ID=gene-PDE1C;Dbxref=GeneID:5137,HGNC:HGNC:8776,MIM:602987;Name=PDE1C;description=phosphodiesterase 1C;gbkey=Gene;gene=PDE1C;gene_biotype=protein_coding;gene_synonym=cam-PDE 1C,DFNA74,hCam-3,Hcam3"
645,Homo_sapiens,TBX20,7,35277426,-,35254100,35199936,23326,Up,ccnd1f,ccnd1,"ID=gene-TBX20;Dbxref=GeneID:57057,HGNC:HGNC:11598,MIM:606061;Name=TBX20;description=T-box transcription factor 20;gbkey=Gene;gene=TBX20;gene_biotype=protein_coding;gene_synonym=ASD4"
646,Homo_sapiens,HERPUD2,7,35711939,-,35695811,35632659,16128,Up,hk2r,hk2,"ID=gene-HERPUD2;Dbxref=GeneID:64224,HGNC:HGNC:21915;Name=HERPUD2;description=HERPUD family member 2;gbkey=Gene;gene=HERPUD2;gene_biotype=protein_coding"
626,Homo_sapiens,EEPD1,7,36137970,+,36153252,36301538,15282,Up,sc12f,sc12,"ID=gene-EEPD1;Dbxref=GeneID:80820,HGNC:HGNC:22223,MIM:617192;Name=EEPD1;description=endonuclease/exonuclease/phosphatase family domain containing 1;gbkey=Gene;gene=EEPD1;gene_biotype=protein_coding;gene_synonym=HSPC107"
627,Homo_sapiens,NME8,7,37837436,+,37848597,37900397,11161,Up,ccnd1r,ccnd1,"ID=gene-NME8;Dbxref=GeneID:51314,HGNC:HGNC:16473,MIM:607421;Name=NME8;description=NME/NM23 family member 8;gbkey=Gene;gene=NME8;gene_biotype=protein_coding;gene_synonym=CILD6,DNAI8,HEL-S-99,NM23-H8,sptrx-2,SPTRX2,TXNDC3"
639,Homo_sapiens,SEMA3A,7,83953671,-,84515189,83955777,2106,Down,care,care,"ID=gene-SEMA3A;Dbxref=GeneID:10371,HGNC:HGNC:10723,MIM:603961;Name=SEMA3A;description=semaphorin 3A;gbkey=Gene;gene=SEMA3A;gene_biotype=protein_coding;gene_synonym=coll-1,COLL1,HH16,Hsema-I,Hsema-III,SEMA1,SEMAD,SEMAIII,SEMAL,SemD"
628,Homo_sapiens,CROT,7,87324267,+,87345646,87399794,21379,Up,asrer,asre,"ID=gene-CROT;Dbxref=GeneID:54677,HGNC:HGNC:2366,MIM:606090;Name=CROT;description=carnitine O-octanoyltransferase;gbkey=Gene;gene=CROT;gene_biotype=protein_coding;gene_synonym=COT"
647,Homo_sapiens,TEX47,7,88800801,-,88797937,88794106,2864,Up,slp3f,slp3,"ID=gene-TEX47;Dbxref=GeneID:219557,HGNC:HGNC:22402;Name=TEX47;description=testis expressed 47;gbkey=Gene;gene=TEX47;gene_biotype=protein_coding;gene_synonym=C7orf62"
648,Homo_sapiens,MTERF1,7,91894551,-,91880733,91870929,13818,Up,mvdpf,mvdp,"ID=gene-MTERF1;Dbxref=GeneID:7978,HGNC:HGNC:21463,MIM:602318;Name=MTERF1;description=mitochondrial transcription termination factor 1;gbkey=Gene;gene=MTERF1;gene_biotype=protein_coding;gene_synonym=MTERF"
640,Homo_sapiens,KRIT1,7,92194093,-,92246100,92198969,4876,Down,ccnd1r,ccnd1,"ID=gene-KRIT1;Dbxref=GeneID:889,HGNC:HGNC:1573,MIM:604214;Name=KRIT1;description=KRIT1 ankyrin repeat containing;gbkey=Gene;gene=KRIT1;gene_biotype=protein_coding;gene_synonym=CAM,CCM1"
649,Homo_sapiens,KRIT1,7,92252795,-,92246100,92198969,6695,Up,asrer,asre,"ID=gene-KRIT1;Dbxref=GeneID:889,HGNC:HGNC:1573,MIM:604214;Name=KRIT1;description=KRIT1 ankyrin repeat containing;gbkey=Gene;gene=KRIT1;gene_biotype=protein_coding;gene_synonym=CAM,CCM1"
650,Homo_sapiens,TFPI2,7,93897739,-,93890753,93885396,6986,Up,psa1f,psa1,"ID=gene-TFPI2;Dbxref=GeneID:7980,HGNC:HGNC:11761,MIM:600033;Name=TFPI2;description=tissue factor pathway inhibitor 2;gbkey=Gene;gene=TFPI2;gene_biotype=protein_coding;gene_synonym=PP5,REF1,TFPI-2"
